date,fs,wd,md,fh
2016/7/23 21:30,6.35,17.1165,1.2,580
2016/7/23 21:45,6.3333,17.3,1.2,415.4
2016/7/23 22:00,6.05,17.5113,1.2,441.5
2016/7/23 22:15,6.8,17.666,1.2,478
2016/7/23 22:30,7.1,17.7,1.2,534
2016/7/23 22:45,7.4,17.8571,1.2,656
2016/7/23 23:00,6.6,17.9,1.2,830
2016/7/23 23:15,7,17.9571,1.2,673.5
2016/7/23 23:30,8.1,18,1.2,919
2016/7/23 23:45,9.4,18.1,1.2,1102
2016/7/24 0:00,7.3,18.1,1.2,934.5
2016/7/24 0:15,7.6,18.1,1.2,895.5
2016/7/24 0:30,7.4,18.1,1.2,905
2016/7/24 0:45,7.1,18.1744,1.2,725
2016/7/24 1:00,7.5,18.0609,1.2,926
2016/7/24 1:15,7.6333,18.1,1.2,733.6
2016/7/24 1:30,6.4,17.956,1.2,671
2016/7/24 1:45,8,17.9,1.2,841
2016/7/24 2:00,6.85,17.9,1.2,953
2016/7/24 2:15,6.9333,17.8,1.2,762
2016/7/24 2:30,7.3,17.8,1.2,903.3333
2016/7/24 2:45,6.7,17.8,1.2,690.6667
2016/7/24 3:00,7.15,17.8,1.2,634.5
2016/7/24 3:15,6.1,17.774,1.2,514
2016/7/24 3:30,6.1857,17.7,1.2,464
2016/7/24 3:45,6.5667,17.7,1.2,646.3333
2016/7/24 4:00,6.1,17.7,1.2,487
2016/7/24 4:15,6.2,17.6,1.2,409.6667
2016/7/24 4:30,6.8,17.6316,1.2,671
2016/7/24 4:45,6.9,17.5069,1.2,771.5
2016/7/24 5:00,7.6,17.6,1.2,713
2016/7/24 5:15,6.45,17.41,1.2,461
2016/7/24 5:30,6.65,17.4007,1.2,636.5
2016/7/24 5:45,5.3,17.2512,1.2,382
2016/7/24 6:00,5.9,17.0762,1.2,441.5
2016/7/24 6:15,6.02,17.0821,1.2,481.2
2016/7/24 6:30,6.9,17,1.2,438
2016/7/24 6:45,5.85,17,1.2,337
2016/7/24 7:00,5.3,17,1.2,184.5
2016/7/24 7:15,5.9286,16.9734,1.2,300
2016/7/24 7:30,5.975,17,1.2,386
2016/7/24 7:45,6.725,17.0639,1.2,483.5
2016/7/24 8:00,7.2333,17.2,1.2,843
2016/7/24 8:15,7.45,17.4901,1.2,732.5
2016/7/24 8:30,8.1667,17.5273,1.2,733.6667
2016/7/24 8:45,6.6,17.7932,1.2,556
2016/7/24 9:00,6.7,18.0074,1.2,644
2016/7/24 9:15,8.2667,18.2619,1.2,849.6667
2016/7/24 9:30,8.2,18.4,1.2,1331
2016/7/24 9:45,7.35,18.8948,1.2,894
2016/7/24 10:00,7.9,19.4,1.2,936.5
2016/7/24 10:15,6.8333,20.0657,1.1,666.6667
2016/7/24 10:30,7.4,20.6,1.1,469
2016/7/24 10:45,5.9,21.4482,1.1,213.5
2016/7/24 11:00,5.8,21.9,1.1,216
2016/7/24 11:15,4.875,22.4959,1.1,177.5
2016/7/24 11:30,5.62,22.9,1.1,276
2016/7/24 11:45,6.4,23.1299,1.1,406
2016/7/24 12:00,4.6,23.5,1.1,454
2016/7/24 12:15,5.9,23.6669,1.1,430.3333
2016/7/24 12:30,5.35,24.0642,1.1,249.5
2016/7/24 12:45,6.28,23.8449,1.1,358.5
2016/7/24 13:00,5.7,24.0026,1.1,406
2016/7/24 13:15,4.5667,24.5054,1.1,121.6667
2016/7/24 13:30,3.7,23.875,1.1,13
2016/7/24 13:45,4.3,23.8389,1.1,154
2016/7/24 14:00,3.5,24.2979,1.1,134
2016/7/24 14:15,3.7,24.2526,1.1,62
2016/7/24 14:30,5,24.018,1.1,148.5
2016/7/24 14:45,2.9,24.1337,1.1,107
2016/7/24 15:00,5.3,23.7,1.1,197
2016/7/24 15:15,5.78,23.6,1.1,262.3333
2016/7/24 15:30,4.65,23.7381,1.1,78.5
2016/7/24 15:45,5.68,23.411,1.1,280.5
2016/7/24 16:00,6.5,22.6716,1.1,660
2016/7/24 16:15,7.1667,21.8146,1.1,701.6667
2016/7/24 16:30,9.1,21.0818,1.1,1209
2016/7/24 16:45,6.6,20.9766,1.1,421.6667
2016/7/24 17:00,7.7,20.6,1.1,661
2016/7/24 17:15,7.65,20.1885,1.1,846.4
2016/7/24 17:30,7.7,20,1.1,1086
2016/7/24 17:45,7.8333,19.7781,1.1,793
2016/7/24 18:00,5.82,19.6654,1.2,416.5
2016/7/24 18:15,5.8667,19.5983,1.2,646.3333
2016/7/24 18:30,6.2,19.5,1.2,504
2016/7/24 18:45,7.7333,19.4545,1.2,945.5
2016/7/24 19:00,6.9333,19.4,1.2,649.6667
2016/7/24 19:15,6.3,19.4,1.2,405
2016/7/24 19:30,9.1,19.4,1.2,993
2016/7/24 19:45,6.08,19.4,1.2,357
2016/7/24 20:00,6.7,19.5,1.2,620
2016/7/24 20:15,9.1,19.5,1.2,1530
2016/7/24 20:30,7,19.6,1.2,534
2016/7/24 20:45,6.6,19.6781,1.2,520
2016/7/24 21:00,6.9,19.7,1.2,446.5
2016/7/24 21:15,5.8,19.8714,1.15,320
2016/7/24 21:30,5.05,19.9,1.1,367.5
2016/7/24 21:45,6.6,20,1.1,567.4
2016/7/24 22:00,6.6,20,1.1,520
2016/7/24 22:15,6.4,20,1.1,474.5
2016/7/24 22:30,6.6,20.0063,1.1,499.6667
2016/7/24 22:45,6.75,20,1.1,605.5
2016/7/24 23:00,8.5,20,1.1,1154
2016/7/24 23:15,6.54,20,1.1,568.6
2016/7/24 23:30,5.84,20,1.1,452
2016/7/24 23:45,7.2,20,1.1,801
2016/7/25 0:00,8.2667,20,1.1,1015.3333
2016/7/25 0:15,6.9667,20.059,1.1,915.6667
2016/7/25 0:30,9.3,20,1.1,1254
2016/7/25 0:45,8.3,20.0571,1.1,1012
2016/7/25 1:00,7.9,20.1,1.1,705
2016/7/25 1:15,7.6,20.1,1.1,617
2016/7/25 1:30,6.65,20.15,1.1,654
2016/7/25 1:45,6.7,20.2,1.1,768.6667
2016/7/25 2:00,6.16,20.2,1.1,628
2016/7/25 2:15,6.8,20.3,1.1,960
2016/7/25 2:30,7.5333,20.3,1.1,969.6667
2016/7/25 2:45,6.94,20.3,1.1,705
2016/7/25 3:00,7.7,20.4,1.1,685
2016/7/25 3:15,7.6,20.4,1.1,563
2016/7/25 3:30,5.4,20.4,1.1,263
2016/7/25 3:45,5,20.4,1.1,286
2016/7/25 4:00,7.0667,20.4,1.1,595.3333
2016/7/25 4:15,6.6,20.5,1.1,472
2016/7/25 4:30,6.75,20.5,1.1,671
2016/7/25 4:45,7.08,20.5,1.1,503.2
2016/7/25 5:00,7.3,20.5,1.1,574
2016/7/25 5:15,5.7714,20.4088,1.1,337.5
2016/7/25 5:30,7.1714,20.4,1.1,700
2016/7/25 5:45,6.6,20.5,1.1,765
2016/7/25 6:00,6.6,20.5,1.1,680
2016/7/25 6:15,7.3,20.5,1.1,566
2016/7/25 6:30,6.8,20.5,1.1,473
2016/7/25 6:45,6.7,20.568,1.1,637
2016/7/25 7:00,6.46,20.6,1.1,432.5
2016/7/25 7:15,6.8,20.6,1.1,578
2016/7/25 7:30,6.3,20.7,1.1,525
2016/7/25 7:45,6.7,20.8577,1.1,512
2016/7/25 8:00,6.1,21,1.1,438.5
2016/7/25 8:15,6.24,21.2042,1.1,553
2016/7/25 8:30,7.4,21.5,1.1,616
2016/7/25 8:45,6.66,21.8853,1.1,833
2016/7/25 9:00,7.05,22.2,1.1,708.5
2016/7/25 9:15,7.9,22.1597,1.1,1138
2016/7/25 9:30,7.6,22.6165,1.1,962
2016/7/25 9:45,7.55,22.8231,1.1,512.5
2016/7/25 10:00,7.6143,22.92,1.1,917.5
2016/7/25 10:15,7.1,22.9552,1.1,850.6667
2016/7/25 10:30,7.7667,22.9714,1.1,657.3333
2016/7/25 10:45,7.1,23.0724,1.1,817
2016/7/25 11:00,7.817,23.0662,1.1,959.1163
2016/7/25 11:15,7.6761,23.1717,1.1,928.6327
2016/7/25 11:30,7.5351,23.2771,1.1,898.1491
2016/7/25 11:45,7.3942,23.3826,1.1,867.6655
2016/7/25 12:00,7.2532,23.4881,1.1,837.1819
2016/7/25 12:15,7.1123,23.5936,1.1,806.6984
2016/7/25 12:30,6.9713,23.699,1.1,776.2148
2016/7/25 12:45,6.8304,23.8045,1.1,745.7312
2016/7/25 13:00,6.6894,23.91,1.1,715.2476
2016/7/25 13:15,6.5485,24.0154,1.1,684.764
2016/7/25 13:30,6.4075,24.1209,1.1,654.2804
2016/7/25 13:45,6.2666,24.2264,1.1,623.7968
2016/7/25 14:00,6.1256,24.3318,1.1,593.3133
2016/7/25 14:15,5.9847,24.4373,1.1,562.8297
2016/7/25 14:30,5.8438,24.5428,1.1,532.3461
2016/7/25 14:45,5.7028,24.6482,1.1,501.8625
2016/7/25 15:00,5.5619,24.7537,1.1,471.3789
2016/7/25 15:15,7.4,24.2098,1.1,1129
2016/7/25 15:30,6.15,24.7978,1.1,592.5
2016/7/25 15:45,6.8,24.1432,1.1,609
2016/7/25 16:00,8.8851,23.8239,1.1,1165.1442
2016/7/25 16:15,8.8418,23.6083,1.1,1287.1048
2016/7/25 16:30,8.5,23.4159,1.1,1305
2016/7/25 16:45,9.1,23.1966,1.1,1621
2016/7/25 17:00,7.7,23.1,1.1,1261
2016/7/25 17:15,9.3714,22.9561,1.1,1476.6667
2016/7/25 17:30,8.8,23,1.1,1477
2016/7/25 17:45,9.2,22.73,1.1,1543
2016/7/25 18:00,7.8,22.5618,1.1,1059.6667
2016/7/25 18:15,7.4,22.389,1.1,1109
2016/7/25 18:30,8.2,22.2,1.1,686
2016/7/25 18:45,8.9,22.0067,1.1,1446
2016/7/25 19:00,10.6,21.9,1.1,1794
2016/7/25 19:15,9.35,21.8,1.1,1424
2016/7/25 19:30,6.15,21.656,1.1,809.5
2016/7/25 19:45,7.45,21.6858,1.1,972.5
2016/7/25 20:00,7.1,21.5,1.1,982
2016/7/25 20:15,6.6,21.5949,1.1,926
2016/7/25 20:30,6.8,21.5,1.1,969
2016/7/25 20:45,8.7,21.4164,1.1,1559
2016/7/25 21:00,7.8,21.4,1.1,853
2016/7/25 21:15,8.5429,21.4,1.1,1635
2016/7/25 21:30,10.6,21.4,1.1,1434
2016/7/25 21:45,8.66,21.4,1.1,1336
2016/7/25 22:00,8.5143,21.5244,1.1,1075.3333
2016/7/25 22:15,8.95,21.6442,1.1,776
2016/7/25 22:30,6.1,21.8,1.1,873
2016/7/25 22:45,9.7,21.7127,1.1,1380
2016/7/25 23:00,8.2,21.659,1.1,1360
2016/7/25 23:15,9.7,21.7,1.1,1583
2016/7/25 23:30,9.15,21.7133,1.1,1742.5
2016/7/25 23:45,9.2333,21.6143,1.1,1424.3333
2016/7/26 0:00,7.7,21.7,1.1,1588
2016/7/26 0:15,7.8,21.7,1.1,1236
2016/7/26 0:30,7.1333,21.7,1.1,927.6667
2016/7/26 0:45,8.4,21.7,1.1,1021.5
2016/7/26 1:00,8.05,21.7,1.1,1342
2016/7/26 1:15,7.4,21.7,1.1,563
2016/7/26 1:30,8.1,21.7,1.1,786
2016/7/26 1:45,8.2,21.7,1.1,1170
2016/7/26 2:00,8.35,21.7,1.1,1010.5
2016/7/26 2:15,7.5667,21.7,1.1,1196
2016/7/26 2:30,8.3,21.7,1.1,967
2016/7/26 2:45,9.6,21.5031,1.1,1804
2016/7/26 3:00,8.6,21.5,1.1,1301
2016/7/26 3:15,9.5,21.5515,1.1,1095.2
2016/7/26 3:30,9.2,21.6,1.1,1508.5
2016/7/26 3:45,8.3,21.6,1.1,1168.6667
2016/7/26 4:00,7.8,21.6,1.1,884
2016/7/26 4:15,6.4333,21.5143,1.1,911.3333
2016/7/26 4:30,9.1,21.6,1.1,1359
2016/7/26 4:45,9.3,21.7,1.1,543
2016/7/26 5:00,8.4,21.7,1.1,1329.6667
2016/7/26 5:15,6.5667,21.7,1.1,705.3333
2016/7/26 5:30,6.92,21.6,1.1,566
2016/7/26 5:45,6.575,21.6,1.1,615
2016/7/26 6:00,6.5,21.5,1.1,512.5
2016/7/26 6:15,6.5333,21.5,1.1,597.3333
2016/7/26 6:30,5.9,21.5,1.1,778
2016/7/26 6:45,6.9,21.5,1.1,432
2016/7/26 7:00,6.6667,21.5,1.1,534.6667
2016/7/26 7:15,6.2,21.5083,1.1,327.6667
2016/7/26 7:30,5.7333,21.7,1.1,342.6667
2016/7/26 7:45,5.85,21.7,1.1,371.5
2016/7/26 8:00,6.9,21.8426,1.1,507.6667
2016/7/26 8:15,6,21.953,1.1,598
2016/7/26 8:30,7.5,22.1,1.1,821
2016/7/26 8:45,6.6,22.2547,1.1,425.2
2016/7/26 9:00,9.6,22.4006,1.1,1073.5
2016/7/26 9:15,8.35,22.618,1.1,1186
2016/7/26 9:30,7.8,22.9459,1.1,1273
2016/7/26 9:45,6.7,22.9836,1.1,849
2016/7/26 10:00,8.4,23,1.1,959
2016/7/26 10:15,6.1,23.1259,1.1,470
2016/7/26 10:30,7.5,23.4401,1.1,708
2016/7/26 10:45,6.35,23.9404,1.1,626
2016/7/26 11:00,7.4,24.2296,1.1,944.3333
2016/7/26 11:15,6.3,24.2975,1.1,763.3333
2016/7/26 11:30,6.6,24.1,1.1,812
2016/7/26 11:45,8.45,23.7759,1.1,1312
2016/7/26 12:00,6.7,24,1.1,524
2016/7/26 12:15,4.8,24.6,1.1,476
2016/7/26 12:30,7.0667,24.7,1.1,759.3333
2016/7/26 12:45,5.75,25.087,1.1,376.5
2016/7/26 13:00,8.4,24.9,1.1,1234
2016/7/26 13:15,5.1,24.9568,1.1,476.3333
2016/7/26 13:30,6.3,24.817,1.1,943
2016/7/26 13:45,6.4714,25.0095,1.1,620.5
2016/7/26 14:00,8.75,24.8056,1.1,1384
2016/7/26 14:15,8.25,24.9241,1.1,1018.5
2016/7/26 14:30,6.5,25.4,1.1,454
2016/7/26 14:45,7.3,25.5962,1.1,609
2016/7/26 15:00,7,25.6,1.1,631
2016/7/26 15:15,7.8,25.6222,1.1,807
2016/7/26 15:30,7.9333,25.0863,1.1,1000.3333
2016/7/26 15:45,7,25.5887,1.1,391
2016/7/26 16:00,6.6,25.0284,1.1,740
2016/7/26 16:15,7.5,24.9706,1.1,819
2016/7/26 16:30,8.65,24.3196,1.1,1268.4
2016/7/26 16:45,8.5,24.4267,1.1,955.8
2016/7/26 17:00,8,24.2683,1.1,955.6667
2016/7/26 17:15,5.46,24.2412,1.1,543
2016/7/26 17:30,8.2,23.7,1.1,1013
2016/7/26 17:45,7.3,23.4702,1.1,978.5
2016/7/26 18:00,6.95,23.2996,1.1,781.5
2016/7/26 18:15,9.5,23,1.1,1275
2016/7/26 18:30,6.46,22.8957,1.1,727.6667
2016/7/26 18:45,6.2,22.6428,1.1,549
2016/7/26 19:00,6.9,22.5,1.1,637.5
2016/7/26 19:15,5.98,22.4307,1.1,377
2016/7/26 19:30,5.9,22.362,1.1,609
2016/7/26 19:45,6.95,22.3367,1.1,823.5
2016/7/26 20:00,7.8667,22.2,1.1,742.3333
2016/7/26 20:15,5.65,22.2,1.1,484.5
2016/7/26 20:30,6.2,22.0823,1.1,707
2016/7/26 20:45,8,22,1.1,779
2016/7/26 21:00,6.4,21.9,1.1,726
2016/7/26 21:15,5.9,21.8112,1.1,666
2016/7/26 21:30,7.6,21.8,1.1,837
2016/7/26 21:45,6.9,21.7507,1.1,876
2016/7/26 22:00,7.4,21.7,1.1,630.5
2016/7/26 22:15,6.6,21.7,1.1,666.8
2016/7/26 22:30,7.8,21.7,1.1,747
2016/7/26 22:45,8,21.6435,1.1,857.5
2016/7/26 23:00,6.5,21.6,1.1,729
2016/7/26 23:15,7.35,21.6,1.1,783.5
2016/7/26 23:30,6.5,21.5879,1.1,661.5
2016/7/26 23:45,6.4,21.5429,1.1,686.5
2016/7/27 0:00,8.5,21.5,1.1,702
2016/7/27 0:15,6.1,21.6295,1.1,480
2016/7/27 0:30,6.7,21.7,1.1,664
2016/7/27 0:45,5.75,21.75,1.1,458
2016/7/27 1:00,6.4333,21.78,1.1,366.3333
2016/7/27 1:15,6.8,21.7,1.1,696
2016/7/27 1:30,6.7333,21.7,1.1,657.3333
2016/7/27 1:45,6.6,21.7,1.1,308
2016/7/27 2:00,6.3,21.7,1.1,387
2016/7/27 2:15,6.65,21.6776,1.1,558
2016/7/27 2:30,7.05,21.6261,1.1,479.5
2016/7/27 2:45,6.2,21.6,1.1,368
2016/7/27 3:00,5.7,21.6,1.1,482
2016/7/27 3:15,6.3,21.7,1.1,389
2016/7/27 3:30,7.7333,21.7,1.1,627
2016/7/27 3:45,6.3,21.7,1.1,316
2016/7/27 4:00,6.58,21.7,1.1,443
2016/7/27 4:15,6.5429,21.7,1.1,537.6667
2016/7/27 4:30,6.775,21.7,1.1,334
2016/7/27 4:45,6.5,21.7,1.1,435
2016/7/27 5:00,5.7333,21.7,1.1,351.6
2016/7/27 5:15,5.75,21.7623,1.1,330
2016/7/27 5:30,5.8667,21.8,1.1,250
2016/7/27 5:45,6.325,21.8,1.1,340.5
2016/7/27 6:00,6.75,21.8,1.1,575
2016/7/27 6:15,6.24,21.8,1.1,410.5
2016/7/27 6:30,5.6,21.8,1.1,334
2016/7/27 6:45,5.6,21.8708,1.1,323.3333
2016/7/27 7:00,6.7,21.9,1.1,389
2016/7/27 7:15,5.6667,22,1.1,359.6667
2016/7/27 7:30,6.1,22,1.1,368
2016/7/27 7:45,6.4,22.1,1.1,392
2016/7/27 8:00,5.5,22.2275,1.1,355
2016/7/27 8:15,5.45,22.3167,1.1,366
2016/7/27 8:30,6.2333,22.4194,1.1,581
2016/7/27 8:45,7.1,22.6415,1.1,744.8
2016/7/27 9:00,6.425,22.8889,1.1,394.5
2016/7/27 9:15,7.1,23.2781,1.1,462
2016/7/27 9:30,7.1,23.5,1.1,596
2016/7/27 9:45,6.15,23.7286,1.1,482.5
2016/7/27 10:00,6.7,24.1,1.1,561
2016/7/27 10:15,7.55,24.85,1.1,813.5
2016/7/27 10:30,6.55,25.1308,1.1,677.5
2016/7/27 10:45,8.5,25.4214,1.1,1202
2016/7/27 11:00,7.92,25.636,1.1,963.6667
2016/7/27 11:15,7.1,25.7415,1.1,807.6667
2016/7/27 11:30,7.3,26.2,1.1,590
2016/7/27 11:45,7,26.5939,1.1,847
2016/7/27 12:00,7.1,26.7637,1.1,895
2016/7/27 12:15,6.3,26.61,1.1,469.5
2016/7/27 12:30,8.6,27.1367,1.1,1054.5
2016/7/27 12:45,3.7,27.8,1.1,112
2016/7/27 13:00,6.3,27.3,1.1,678
2016/7/27 13:15,6.2,27.7365,1.1,452
2016/7/27 13:30,6.6,28.1941,1.1,493.3333
2016/7/27 13:45,5,28.2455,1.1,300.5
2016/7/27 14:00,7.1,27.6158,1.1,602
2016/7/27 14:15,5.8,28.0718,1.1,338
2016/7/27 14:30,5.2,27.9,1.1,222
2016/7/27 14:45,6.9,27.8444,1.1,596.25
2016/7/27 15:00,5.86,28.2,1.1,301
2016/7/27 15:15,6.3,27.7071,1.1,522
2016/7/27 15:30,5.4667,28.2034,1.1,95.6667
2016/7/27 15:45,4.8333,28.2652,1.1,383.6667
2016/7/27 16:00,4.5,28.1,1.1,256
2016/7/27 16:15,4.65,27.9141,1.1,121
2016/7/27 16:30,6.0333,27.661,1.1,380.3333
2016/7/27 16:45,5.4,27.4571,1.1,227.5
2016/7/27 17:00,6.22,26.8895,1.1,420
2016/7/27 17:15,5.7,26.6,1.1,246
2016/7/27 17:30,5.7714,26.0745,1.1,283
2016/7/27 17:45,4.55,25.8855,1.1,142.5
2016/7/27 18:00,5.7,25.5,1.1,287.5
2016/7/27 18:15,6.6333,24.9055,1.1,433.3333
2016/7/27 18:30,6.1,24.7,1.1,423
2016/7/27 18:45,6,24.1994,1.1,389
2016/7/27 19:00,6.15,23.9,1.1,376
2016/7/27 19:15,6.7,23.6059,1.1,309
2016/7/27 19:30,5.3,23.5,1.1,219
2016/7/27 19:45,5.9333,23.4,1.1,289.3333
2016/7/27 20:00,6.2,23.3,1.1,340
2016/7/27 20:15,5.6,23.3,1.1,368
2016/7/27 20:30,5.9667,23.3,1.1,319
2016/7/27 20:45,5.7,23.4158,1.1,583
2016/7/27 21:00,7.2,23.4,1.1,733
2016/7/27 21:15,6.94,23.3277,1.1,797
2016/7/27 21:30,8.3,23.4,1.1,977
2016/7/27 21:45,7.25,23.2,1.1,779.5
2016/7/27 22:00,7.7,23.2,1.1,801.5
2016/7/27 22:15,8.2714,23.0439,1.1,943
2016/7/27 22:30,6.9,23,1.1,707
2016/7/27 22:45,6.8667,22.8667,1.1,714.6667
2016/7/27 23:00,7.5,22.8,1.1,522.5
2016/7/27 23:15,5.6,22.765,1.1,334
2016/7/27 23:30,6.5,22.8,1.1,443
2016/7/27 23:45,4.9,22.8,1.1,210
2016/7/28 0:00,5.5,22.8,1.1,296
2016/7/28 0:15,5.25,22.8,1.1,318.5
2016/7/28 0:30,6,22.8,1.1,350
2016/7/28 0:45,5.9,22.8,1.1,256.6667
2016/7/28 1:00,5.1,22.8,1.1,243
2016/7/28 1:15,5.4333,22.8,1.1,298.3333
2016/7/28 1:30,6.3,22.8,1.1,425.5
2016/7/28 1:45,6,22.7,1.1,311
2016/7/28 2:00,5.7,22.7,1.1,387
2016/7/28 2:15,5.4,22.7,1.1,376
2016/7/28 2:30,5.3,22.7,1.1,267
2016/7/28 2:45,6.1,22.7,1.1,235.4
2016/7/28 3:00,6.1857,22.775,1.1,342
2016/7/28 3:15,4.9,22.7923,1.1,224
2016/7/28 3:30,5.9333,22.7976,1.1,281.3333
2016/7/28 3:45,4.3,22.754,1.1,242
2016/7/28 4:00,5.6143,22.8,1.1,269
2016/7/28 4:15,6.6,22.8,1.1,260
2016/7/28 4:30,5.02,22.8,1.1,171.6667
2016/7/28 4:45,5.3333,22.8,1.1,184.3333
2016/7/28 5:00,4.9,22.9,1.1,221
2016/7/28 5:15,5.3667,22.8459,1.1,199.3333
2016/7/28 5:30,5.6,22.9,1.1,213
2016/7/28 5:45,5.7667,22.9,1.1,175.3333
2016/7/28 6:00,5.1333,22.9,1.1,176
2016/7/28 6:15,4.65,22.9353,1.1,147
2016/7/28 6:30,6.1,22.998,1.1,344
2016/7/28 6:45,5.75,23,1.1,148
2016/7/28 7:00,5.525,23,1.1,234.5
2016/7/28 7:15,5.7,23.1,1.1,280
2016/7/28 7:30,5.45,23.2,1.1,216.5
2016/7/28 7:45,5.9,23.2584,1.1,382.5
2016/7/28 8:00,6.2,23.3193,1.1,287
2016/7/28 8:15,6.6286,23.375,1.1,498
2016/7/28 8:30,4.65,23.5,1.1,114
2016/7/28 8:45,5.75,23.5833,1.1,283.25
2016/7/28 9:00,5.18,23.8435,1.1,162.6667
2016/7/28 9:15,6.8,23.9537,1.1,550
2016/7/28 9:30,6.4667,24,1.1,493.6667
2016/7/28 9:45,5.5,24.2481,1.1,307
2016/7/28 10:00,5.2,24.3,1.1,153
2016/7/28 10:15,4.6333,24.5695,1.1,114.6667
2016/7/28 10:30,5.95,24.4,1.1,255
2016/7/28 10:45,5.36,24.8136,1.1,233
2016/7/28 11:00,5.5,25.2,1.1,206
2016/7/28 11:15,4.5143,25.5786,1.1,74.2
2016/7/28 11:30,2.5,26.4,1.1,0
2016/7/28 11:45,3.7,26.9931,1.1,0
2016/7/28 12:00,4,27.3094,1.1,0
2016/7/28 12:15,4.48,28.1452,1.1,0
2016/7/28 12:30,4.6,27.6461,1.1,75
2016/7/28 12:45,2.7,28.2381,1.1,-7
2016/7/28 13:00,4.1,28.6,1.1,0
2016/7/28 13:15,3.75,28.6197,1.1,0.5
2016/7/28 13:30,4.175,28.4857,1.1,66
2016/7/28 13:45,2.9714,29.4767,1.1,-6.2977
2016/7/28 14:00,1.2333,29.8224,1.1,0
2016/7/28 14:15,2.3,30.4357,1.1,0
2016/7/28 14:30,1.8,30.4956,1.1,0
2016/7/28 14:45,1.2,31.0778,1.1,0
2016/7/28 15:00,3.1,30.6,1.1,0
2016/7/28 15:15,1.4,30.3846,1.1,0
2016/7/28 15:30,1.66,30.9,1.1,0
2016/7/28 15:45,2.3286,30.5846,1.1,0
2016/7/28 16:00,3.0667,30.29,1.1,0
2016/7/28 16:15,0.6,30.3646,1.1,0
2016/7/28 16:30,0,30.8,1.1,0
2016/7/28 16:45,2.54,30.4476,1.1,0
2016/7/28 17:00,0,30.201,1.1,0
2016/7/28 17:15,1.6667,29.9689,1.1,0
2016/7/28 17:30,3,29.8,1.1,0
2016/7/28 17:45,2.28,29.554,1.1,0
2016/7/28 18:00,0.6333,29.5994,1.1,0
2016/7/28 18:15,5.5286,27.9915,1.1,0
2016/7/28 18:30,4.1,27.1894,1.1,89
2016/7/28 18:45,5.5,26.3244,1.1,243
2016/7/28 19:00,4.8,25.9,1.1,146
2016/7/28 19:15,5.8,25.3299,1.1,183
2016/7/28 19:30,5.9,24.7923,1.1,241
2016/7/28 19:45,5.6,24.509,1.1,216
2016/7/28 20:00,6.1,24.3057,1.1,266
2016/7/28 20:15,5.9286,24.3764,1.1,306
2016/7/28 20:30,5.9,24.3,1.1,274
2016/7/28 20:45,5.3,24.3,1.1,262.8
2016/7/28 21:00,5.6,24.28,1.1,375.3333
2016/7/28 21:15,5.45,24.2,1.1,236.5
2016/7/28 21:30,3.9,24.1,1.1,195
2016/7/28 21:45,6.1,23.998,1.1,378
2016/7/28 22:00,5.7667,23.9667,1.1,285
2016/7/28 22:15,5.82,23.8793,1.1,383.5
2016/7/28 22:30,5.78,23.8,1.1,332.5
2016/7/28 22:45,6.0714,23.7,1.1,383
2016/7/28 23:00,4.9,23.5575,1.1,254
2016/7/28 23:15,5.8,23.5,1.1,250.3333
2016/7/28 23:30,5.4667,23.5,1.1,208.6667
2016/7/28 23:45,5.55,23.5,1.1,265.2
2016/7/29 0:00,4.62,23.405,1.1,122
2016/7/29 0:15,4.9,23.4,1.1,142.5
2016/7/29 0:30,5.35,23.3761,1.1,229.5
2016/7/29 0:45,4.9,23.3,1.1,131
2016/7/29 1:00,5.7,23.2669,1.1,241
2016/7/29 1:15,5.1,23.2,1.1,270
2016/7/29 1:30,6.125,23.2,1.1,351.5
2016/7/29 1:45,6.3667,23.1043,1.1,593.8
2016/7/29 2:00,6.15,23.1,1.1,405
2016/7/29 2:15,5.6,23,1.1,228
2016/7/29 2:30,4.7,22.9929,1.1,131.8
2016/7/29 2:45,5.5857,22.9899,1.1,194
2016/7/29 3:00,5.1,22.9,1.1,215
2016/7/29 3:15,5.42,22.8432,1.1,214.3333
2016/7/29 3:30,5.7,22.8763,1.1,285.5
2016/7/29 3:45,4.9667,22.8,1.1,135
2016/7/29 4:00,4.725,22.8867,1.1,112.5
2016/7/29 4:15,4.7,22.8648,1.1,150.5
2016/7/29 4:30,5.44,22.9,1.1,211
2016/7/29 4:45,5.3,23,1.1,159
2016/7/29 5:00,4.5,22.9,1.1,111
2016/7/29 5:15,4.9333,22.811,1.1,149.3333
2016/7/29 5:30,4.7,22.8,1.1,133
2016/7/29 5:45,4.1,22.7922,1.1,92
2016/7/29 6:00,4.4,22.7541,1.1,61
2016/7/29 6:15,2.175,22.8684,1.1,0
2016/7/29 6:30,1.88,22.9,1.1,0
2016/7/29 6:45,2.18,22.9496,1.1,0
2016/7/29 7:00,2.5,22.9,1.1,0
2016/7/29 7:15,3.78,22.9371,1.1,0
2016/7/29 7:30,4,23.0779,1.1,0
2016/7/29 7:45,3.075,23.0703,1.1,0
2016/7/29 8:00,0.7286,23.2984,1.1,0
2016/7/29 8:15,1.58,23.7325,1.1,0
2016/7/29 8:30,1.4667,24.1016,1.1,0
2016/7/29 8:45,1.8778,25.4047,1.1,0
2016/7/29 9:00,1.62,26.0286,1.1,0
