date,fs,wd,md,fh
2016/7/1 0:00,6.4,20.7,1.1,994
2016/7/1 0:15,8.04,20.6,1.1,762
2016/7/1 0:30,7.1,20.5,1.1,892
2016/7/1 0:45,7.5,20.5,1.1,844.6667
2016/7/1 1:00,6.8,20.5322,1.1,583.5
2016/7/1 1:15,7.45,20.6,1.1,761
2016/7/1 1:30,8.02,20.6,1.1,918.5
2016/7/1 1:45,6.3,20.6,1.1,556.6667
2016/7/1 2:00,6.8,20.6,1.1,721
2016/7/1 2:15,8.6,20.6757,1.1,1160
2016/7/1 2:30,5.8,20.7,1.1,552
2016/7/1 2:45,7.55,20.7,1.1,1294
2016/7/1 3:00,6.3,20.7,1.1,412
2016/7/1 3:15,9.14,20.7715,1.1,1370.6667
2016/7/1 3:30,5.5333,20.8,1.1,258.6667
2016/7/1 3:45,6.4,20.8059,1.1,290
2016/7/1 4:00,6.05,21,1.1,280
2016/7/1 4:15,6.3,20.9571,1.1,414.5
2016/7/1 4:30,6,21,1.1,404
2016/7/1 4:45,6.7,21.0514,1.1,497
2016/7/1 5:00,5.3,21.1,1.1,356
2016/7/1 5:15,6.1286,21.1,1.1,371.5
2016/7/1 5:30,6.2333,21.1,1.1,486.6667
2016/7/1 5:45,6.05,21.1,1.1,458.5
2016/7/1 6:00,5.9,21.1,1.1,565
2016/7/1 6:15,5.35,21.1,1.1,187
2016/7/1 6:30,6.1,21.1,1.1,294
2016/7/1 6:45,6.6,21.1,1.1,419
2016/7/1 7:00,6.65,21.1,1.1,631
2016/7/1 7:15,5.8,21.1,1.1,506
2016/7/1 7:30,5.65,21.1981,1.1,231.5
2016/7/1 7:45,6.64,21.2,1.1,603
2016/7/1 8:00,5.9,21.3,1.1,320
2016/7/1 8:15,5.7333,21.5759,1.1,418
2016/7/1 8:30,5.58,21.6987,1.1,326
2016/7/1 8:45,5.8,21.8341,1.1,342
2016/7/1 9:00,6.05,21.9991,1.1,507
2016/7/1 9:15,7.62,22.1563,1.1,729
2016/7/1 9:30,5.4,22.7203,1.1,452
2016/7/1 9:45,6.06,23.049,1.1,521
2016/7/1 10:00,8.35,23.1,1.1,1129.5
2016/7/1 10:15,6.7,23.4222,1.1,468
2016/7/1 10:30,7.8333,23.5048,1.1,776.6667
2016/7/1 10:45,7.6667,24.3025,1.1,444
2016/7/1 11:00,8.6,24.0943,1.1,938.3333
2016/7/1 11:15,7.1,24.1398,1.1,721
2016/7/1 11:30,8.1667,24.5287,1.1,1243.6667
2016/7/1 11:45,7.85,24.6217,1.1,577
2016/7/1 12:00,7.3,24.9797,1.1,677
2016/7/1 12:15,5.4,25.1556,1.1,298.5
2016/7/1 12:30,6.4,25.2308,1.1,613
2016/7/1 12:45,6.05,25.4832,1.1,256
2016/7/1 13:00,5.3,26.1,1.1,324
2016/7/1 13:15,5.7,26.4683,1.1,197.5
2016/7/1 13:30,6.26,26.4,1.1,405.3333
2016/7/1 13:45,5.7,26.8333,1.1,259.6
2016/7/1 14:00,5.3333,26.7,1.1,284.3333
2016/7/1 14:15,5.6333,27.087,1.1,333.6667
2016/7/1 14:30,4.5429,27.1,1.1,134.5
2016/7/1 14:45,4.9,27.6733,1.1,140
2016/7/1 15:00,2.9091,27.4,1.1,-1
2016/7/1 15:15,4.8333,27.5265,1.1,138.3333
2016/7/1 15:30,4.12,27.5,1.1,66.6667
2016/7/1 15:45,1.2,28.1348,1.1,0
2016/7/1 16:00,2.4,28.2419,1.1,0
2016/7/1 16:15,5.5,27.5122,1.1,216.5
2016/7/1 16:30,4.8,26.7897,1.1,135
2016/7/1 16:45,6.6,25.9587,1.1,457.3333
2016/7/1 17:00,5.66,25.2,1.1,488.3333
2016/7/1 17:15,6.32,24.5174,1.1,520
2016/7/1 17:30,6.5,24.2728,1.1,570
2016/7/1 17:45,6.6,24.0007,1.1,413
2016/7/1 18:00,5.5,23.6542,1.1,299.5
2016/7/1 18:15,5.6,23.2341,1.1,225.3333
2016/7/1 18:30,6.6,22.6827,1.1,579
2016/7/1 18:45,5.975,22.34,1.1,418.5
2016/7/1 19:00,6.48,22.0666,1.1,447
2016/7/1 19:15,8.4,22,1.1,883
2016/7/1 19:30,7.6,22,1.1,1072
2016/7/1 19:45,8.1667,21.8355,1.1,1110.6667
2016/7/1 20:00,8.5,21.7,1.1,998
2016/7/1 20:15,6.8,21.6,1.1,745
2016/7/1 20:30,7.65,21.5,1.1,962
2016/7/1 20:45,7.0667,21.5,1.1,760.3333
2016/7/1 21:00,6.3,21.5,1.1,453
2016/7/1 21:15,5.7,21.5601,1.1,298
2016/7/1 21:30,5.5,21.6,1.1,294
2016/7/1 21:45,6.25,21.6,1.1,413.5
2016/7/1 22:00,6.2,21.6,1.1,304
2016/7/1 22:15,5.4,21.6,1.1,218
2016/7/1 22:30,6.5143,21.5156,1.1,501
2016/7/1 22:45,5.3,21.5,1.1,176.6667
2016/7/1 23:00,4.8667,21.5,1.1,229.6667
2016/7/1 23:15,5.98,21.4571,1.1,312.1429
2016/7/1 23:30,5.7,21.4,1.1,233
2016/7/1 23:45,4.4333,21.4,1.1,63
2016/7/2 0:00,4.2,21.4,1.1,108
2016/7/2 0:15,5.025,21.3247,1.1,149
2016/7/2 0:30,5.1333,21.3667,1.1,136
2016/7/2 0:45,4.5,21.4,1.1,113.5
2016/7/2 1:00,4.85,21.2573,1.1,86.2
2016/7/2 1:15,4.6857,21.3,1.1,116
2016/7/2 1:30,4.6333,21.3,1.1,105
2016/7/2 1:45,5.5,21.3,1.1,227
2016/7/2 2:00,5.0667,21.3975,1.1,157.3333
2016/7/2 2:15,5.1,21.3,1.1,192
2016/7/2 2:30,5.7571,21.3,1.1,212
2016/7/2 2:45,5.68,21.2,1.1,200.3333
2016/7/2 3:00,5.4667,21.1026,1.1,233
2016/7/2 3:15,5.2,21.0554,1.1,172
2016/7/2 3:30,6.1333,20.9,1.1,420
2016/7/2 3:45,5.8667,20.8,1.1,288
2016/7/2 4:00,4.8,20.7677,1.1,80
2016/7/2 4:15,4.75,20.7547,1.1,93.25
2016/7/2 4:30,7.5,19.3506,1.1,550
2016/7/2 4:45,7.65,18.2716,1.2,1174
2016/7/2 5:00,6.2,18.2,1.2,465
2016/7/2 5:15,6.4,18.2902,1.2,387
2016/7/2 5:30,6.6,18.2,1.2,879
2016/7/2 5:45,7.5,18.1857,1.2,780.6667
2016/7/2 6:00,5.5,18.1,1.2,284.25
2016/7/2 6:15,5.4,17.9333,1.2,344
2016/7/2 6:30,6.1,17.9,1.2,442
2016/7/2 6:45,6,18.2779,1.2,675
2016/7/2 7:00,6.3,18.2562,1.2,629
2016/7/2 7:15,7.9,18.1865,1.2,1193
2016/7/2 7:30,6.3,17.9,1.2,730
2016/7/2 7:45,8.4,17.6,1.2,1335.6667
2016/7/2 8:00,7.25,17.6,1.2,1008.5
2016/7/2 8:15,8,17.5435,1.2,921
2016/7/2 8:30,8,17.6,1.2,662
2016/7/2 8:45,6.6,17.7093,1.2,868
2016/7/2 9:00,5.94,17.9,1.2,377.6667
2016/7/2 9:15,7.45,18.1,1.2,901.5
2016/7/2 9:30,6.6,17.9,1.2,933
2016/7/2 9:45,6.8667,17.839,1.2,756
2016/7/2 10:00,5.7,18.1,1.2,212
2016/7/2 10:15,6.46,18.1189,1.2,630.6667
2016/7/2 10:30,5.1,18.1,1.2,336
2016/7/2 10:45,6.2667,18.3578,1.2,393.3333
2016/7/2 11:00,6.6,18.3,1.2,458
2016/7/2 11:15,6.6333,18.4667,1.2,662.3333
2016/7/2 11:30,6.9667,18.6004,1.2,834.3333
2016/7/2 11:45,6.6286,19,1.2,543
2016/7/2 12:00,5.5,19.3,1.2,338
2016/7/2 12:15,5.7667,19.74,1.2,414.6667
2016/7/2 12:30,6.75,19.999,1.1,327
2016/7/2 12:45,7,20.2382,1.1,643
2016/7/2 13:00,6.6,20.5,1.1,589.3333
2016/7/2 13:15,5.98,20.7351,1.1,360
2016/7/2 13:30,4.18,21.1,1.1,175.6667
2016/7/2 13:45,3.64,21.7299,1.1,143.3333
2016/7/2 14:00,5.3,21.8988,1.1,225
2016/7/2 14:15,6.3667,22.2571,1.1,390.6667
2016/7/2 14:30,6.6,22.4,1.1,389
2016/7/2 14:45,6.1,21.8,1.1,419
2016/7/2 15:00,5.7,21.3,1.1,239
2016/7/2 15:15,5.15,21.6957,1.1,201.5
2016/7/2 15:30,3.6286,21.4,1.1,24
2016/7/2 15:45,2.68,21.7955,1.1,0
2016/7/2 16:00,3.2,21.1,1.1,59
2016/7/2 16:15,5.675,20.2364,1.1,246.5
2016/7/2 16:30,6.2,19.8,1.1,429
2016/7/2 16:45,5.6857,19.2318,1.2,347.3333
2016/7/2 17:00,7.22,18.9571,1.2,733.6667
2016/7/2 17:15,6.7818,18.6083,1.2,656
2016/7/2 17:30,7.7,18.4,1.2,930
2016/7/2 17:45,6.66,18.3439,1.2,525
2016/7/2 18:00,6.35,18.1,1.2,644.5
2016/7/2 18:15,6.4,18.0058,1.2,390.5
2016/7/2 18:30,5.96,18.1,1.2,279.6667
2016/7/2 18:45,5.5,18.1,1.2,218
2016/7/2 19:00,4.75,18.1,1.2,166.5
2016/7/2 19:15,6.4,18.1,1.2,397
2016/7/2 19:30,6.3,18,1.2,461
2016/7/2 19:45,6.08,17.9,1.2,383
2016/7/2 20:00,4.5667,17.9,1.2,216.6667
2016/7/2 20:15,6.15,17.9,1.2,365
2016/7/2 20:30,4.8,17.9,1.2,194
2016/7/2 20:45,5.7,18,1.2,252.6667
2016/7/2 21:00,5.2,18,1.2,298
2016/7/2 21:15,4.8,18.1,1.2,256
2016/7/2 21:30,5.4,18.1,1.2,252
2016/7/2 21:45,5.28,18.1295,1.2,258.5
2016/7/2 22:00,5,18.2,1.2,115
2016/7/2 22:15,4.74,18.2,1.2,138
2016/7/2 22:30,5.45,18.3,1.2,326
2016/7/2 22:45,6.6,18.3,1.2,433
2016/7/2 23:00,5,18.3,1.2,249
2016/7/2 23:15,6.2,18.3,1.2,474.8571
2016/7/2 23:30,6,18.3,1.2,609.3333
2016/7/2 23:45,6.6,18.3,1.2,456
2016/7/3 0:00,6.2667,18.4,1.2,535.3333
2016/7/3 0:15,6.7,18.4602,1.2,586
2016/7/3 0:30,7.15,18.5,1.2,934
2016/7/3 0:45,8.24,18.6059,1.2,1171
2016/7/3 1:00,9.1,18.8733,1.2,1498.6667
2016/7/3 1:15,8,18.9,1.2,937.6667
2016/7/3 1:30,8.1,18.9,1.2,1343
2016/7/3 1:45,9.35,18.7,1.2,1405.5
2016/7/3 2:00,9.3,18.3894,1.2,1497
2016/7/3 2:15,6.1,18.2062,1.2,1152
2016/7/3 2:30,9.8667,18.3037,1.2,1503.3333
2016/7/3 2:45,8.45,18.4584,1.2,1497.5
2016/7/3 3:00,8.94,18.5,1.2,1500.3333
2016/7/3 3:15,9.1,18.6,1.2,1503
2016/7/3 3:30,8.7333,18.5,1.2,1501
2016/7/3 3:45,9.8,18.4642,1.2,1504
2016/7/3 4:00,9.9,18.3,1.2,1501
2016/7/3 4:15,7,18.2,1.2,850
2016/7/3 4:30,8.8,18.0002,1.2,1330.5
2016/7/3 4:45,6.84,17.9,1.2,787
2016/7/3 5:00,7.45,17.9,1.2,1193
2016/7/3 5:15,7.7,18.1,1.2,1237
2016/7/3 5:30,8.2,18.2,1.2,1243.3333
2016/7/3 5:45,8.6714,18.3,1.2,1238.5
2016/7/3 6:00,6.8,18.3,1.2,964.5
2016/7/3 6:15,8.0333,18.3,1.2,1217.3333
2016/7/3 6:30,9.05,18.3998,1.2,1246
2016/7/3 6:45,9.45,18.31,1.2,1502
2016/7/3 7:00,8.8,18.4,1.2,1499
2016/7/3 7:15,8.9,18.3,1.2,1407
2016/7/3 7:30,9.2,18.4,1.2,1499
2016/7/3 7:45,9,18.5253,1.2,1495.6667
2016/7/3 8:00,9,18.7,1.2,1495.5
2016/7/3 8:15,9.9,18.9889,1.2,1496
2016/7/3 8:30,6.5,19.2394,1.2,1126
2016/7/3 8:45,9.2333,19.4019,1.2,1275
2016/7/3 9:00,9.3,19.5234,1.2,1333
2016/7/3 9:15,6,19.6639,1.2,983.6667
2016/7/3 9:30,8.05,19.8425,1.2,1388.5
2016/7/3 9:45,7.8,20.1356,1.1,1494
2016/7/3 10:00,7.4714,20.2,1.1,1417
2016/7/3 10:15,8.3,20.1091,1.1,1232
2016/7/3 10:30,8.5,20.2,1.1,856
2016/7/3 10:45,10.2333,20.3959,1.1,1500.6667
2016/7/3 11:00,9.1333,20.6,1.1,1425
2016/7/3 11:15,6.28,20.5309,1.1,834.3333
2016/7/3 11:30,6.8,20.6,1.1,693
2016/7/3 11:45,9.2,20.7438,1.1,1465
2016/7/3 12:00,8.1,20.7,1.1,912
2016/7/3 12:15,7.5,20.9,1.1,850
2016/7/3 12:30,6.45,21.0356,1.1,886
2016/7/3 12:45,7,21.1083,1.1,858.6667
2016/7/3 13:00,6.7333,21.1986,1.1,752.6667
2016/7/3 13:15,5.75,21.1508,1.1,376.5
2016/7/3 13:30,5,21.3,1.1,310
2016/7/3 13:45,6.45,21.1315,1.1,726.5
2016/7/3 14:00,7.1571,21.1,1.1,835.6667
2016/7/3 14:15,7.7,21.3553,1.1,883
2016/7/3 14:30,6.9667,21.3333,1.1,533
2016/7/3 14:45,6.6,21.35,1.1,723.5
2016/7/3 15:00,6.8,21.1804,1.1,484
2016/7/3 15:15,5.7,20.9744,1.1,342.5
2016/7/3 15:30,6.8,20.8303,1.1,593.5
2016/7/3 15:45,7.4,20.7121,1.1,801
2016/7/3 16:00,6.78,20.7,1.1,758
2016/7/3 16:15,6.15,20.6233,1.1,429
2016/7/3 16:30,5.9,20.6,1.1,540
2016/7/3 16:45,6.1667,20.6571,1.1,397.6667
2016/7/3 17:00,6.9667,20.5,1.1,878.3333
2016/7/3 17:15,6.4,20.5,1.1,303
2016/7/3 17:30,6.7,20.5,1.1,542.6667
2016/7/3 17:45,5.2,20.5,1.1,308
2016/7/3 18:00,6.5,20.5,1.1,687
2016/7/3 18:15,6.4,20.5,1.1,635
2016/7/3 18:30,7.1,20.4,1.1,535
2016/7/3 18:45,6.5,20.25,1.1,503.5
2016/7/3 19:00,6.52,20.1588,1.1,511.5
2016/7/3 19:15,6.2667,20.1,1.1,457.3333
2016/7/3 19:30,8.15,20.1,1.1,1018
2016/7/3 19:45,6.9667,20.1,1.1,915.6667
2016/7/3 20:00,6.44,20.1,1.1,508
2016/7/3 20:15,7.5,20.1,1.1,738.5
2016/7/3 20:30,6.3,20.1,1.1,484
2016/7/3 20:45,6.3,20.2,1.1,502
2016/7/3 21:00,6.8,20.324,1.1,634
2016/7/3 21:15,5.75,20.3657,1.1,274.5
2016/7/3 21:30,6.5,20.4368,1.1,455
2016/7/3 21:45,7.4,20.4945,1.1,728
2016/7/3 22:00,7.2,20.4,1.1,726
2016/7/3 22:15,6.4,20.4367,1.1,594.8
2016/7/3 22:30,6.56,20.5,1.1,519.3333
2016/7/3 22:45,4.3,20.5,1.1,129.5
2016/7/3 23:00,6.2,20.5,1.1,513
2016/7/3 23:15,5.8,20.5587,1.1,374
2016/7/3 23:30,5.4,20.5308,1.1,274
2016/7/3 23:45,6.1,20.6,1.1,619
2016/7/4 0:00,5.3,20.6,1.1,330
2016/7/4 0:15,5.8,20.5279,1.1,399.5
2016/7/4 0:30,6.4,20.5,1.1,533.6667
2016/7/4 0:45,5.85,20.5,1.1,326.5
2016/7/4 1:00,4.9,20.5,1.1,233
2016/7/4 1:15,5.275,20.5,1.1,201.6
2016/7/4 1:30,6.2,20.4,1.1,385
2016/7/4 1:45,4.9,20.3,1.1,315
2016/7/4 2:00,5.8,20.2,1.1,357
2016/7/4 2:15,5.1333,20.2,1.1,236.7143
2016/7/4 2:30,5.45,20.1,1.1,259.5
2016/7/4 2:45,4.4,20,1.1,125
2016/7/4 3:00,5.325,20,1.1,182.5
2016/7/4 3:15,5.78,20.0637,1.1,370.6667
2016/7/4 3:30,5.2667,20,1.1,203.6667
2016/7/4 3:45,5.85,20.0095,1.1,297
2016/7/4 4:00,5.8,20.0387,1.1,290.5
2016/7/4 4:15,5.45,20.1596,1.1,297.5
2016/7/4 4:30,7.3667,20.1797,1.1,703
2016/7/4 4:45,6.9,20.1943,1.1,497
2016/7/4 5:00,6.1714,20.1531,1.1,369.5
2016/7/4 5:15,5.95,20.2757,1.1,321
2016/7/4 5:30,6.5667,20.2,1.1,502.6667
2016/7/4 5:45,6.1,20.3081,1.1,376
2016/7/4 6:00,6.4,20.3,1.1,355
2016/7/4 6:15,6.3667,20.366,1.1,540.4
2016/7/4 6:30,5.7,20.4392,1.1,270
2016/7/4 6:45,5.34,20.4683,1.1,186
2016/7/4 7:00,5.7,20.5,1.1,285
2016/7/4 7:15,4.4667,20.5735,1.1,186
2016/7/4 7:30,6.1,20.6,1.1,369
2016/7/4 7:45,5.2333,20.7,1.1,165.3333
2016/7/4 8:00,5.7,20.7,1.1,275
2016/7/4 8:15,4.84,20.8087,1.1,154
2016/7/4 8:30,5,20.9,1.1,151
2016/7/4 8:45,3.7333,20.9,1.1,230.3333
2016/7/4 9:00,4.8,21.0086,1.1,191.5
2016/7/4 9:15,5.7667,21.6451,1.1,253.3333
2016/7/4 9:30,5.4,21.8,1.1,340
2016/7/4 9:45,5.3333,22.1,1.1,285.3333
2016/7/4 10:00,5.55,22.2,1.1,230.5
2016/7/4 10:15,4.82,22.4374,1.1,161.5
2016/7/4 10:30,5.25,22.6304,1.1,155.5
2016/7/4 10:45,4.475,22.813,1.1,74
2016/7/4 11:00,6,22.8346,1.1,343
2016/7/4 11:15,5.175,23.0514,1.1,242
2016/7/4 11:30,4.5,23.1333,1.1,129
2016/7/4 11:45,5.7,23.2699,1.1,338.5
2016/7/4 12:00,7.6,23.1,1.1,898
2016/7/4 12:15,6.16,23.0662,1.1,483.6667
2016/7/4 12:30,7.9,23.3449,1.1,767
2016/7/4 12:45,6.1,24.2983,1.1,486.5
2016/7/4 13:00,6.8,24.3306,1.1,795
2016/7/4 13:15,6.15,24.8482,1.1,432
2016/7/4 13:30,6.4,25.1938,1.1,510.5
2016/7/4 13:45,8.1667,24.9583,1.1,1044.6667
2016/7/4 14:00,7.66,25.4982,1.1,754.6667
2016/7/4 14:15,6.55,26.168,1.1,248
2016/7/4 14:30,8,25.8,1.1,1073.5
2016/7/4 14:45,4.76,26.1512,1.1,165.6667
2016/7/4 15:00,6.55,25.6421,1.1,403
2016/7/4 15:15,5,25.6159,1.1,174
2016/7/4 15:30,5.525,25.927,1.1,272.5
2016/7/4 15:45,4.9667,26.0601,1.1,284.6667
2016/7/4 16:00,3.6667,26.0689,1.1,46.6667
2016/7/4 16:15,5.4,25.85,1.1,170
2016/7/4 16:30,5.6667,25.8,1.1,179
2016/7/4 16:45,6.08,25.4274,1.1,439
2016/7/4 17:00,3.7,25.9535,1.1,146
2016/7/4 17:15,5.4286,25.3918,1.1,277.3333
2016/7/4 17:30,5.9143,25.2,1.1,294
2016/7/4 17:45,6.8,24.6842,1.1,500
2016/7/4 18:00,5.4333,24.6,1.1,259.3333
2016/7/4 18:15,6.6,24.2448,1.1,389
2016/7/4 18:30,6.4,24,1.1,533
2016/7/4 18:45,5.3714,23.6992,1.1,233
2016/7/4 19:00,6.3333,23.5,1.1,254.3333
2016/7/4 19:15,5.4,23.2743,1.1,270
2016/7/4 19:30,6.3,23,1.1,414
2016/7/4 19:45,6.6,22.8542,1.1,574
2016/7/4 20:00,8.5,22.8,1.1,1230
2016/7/4 20:15,10.4,22.5105,1.1,1107
2016/7/4 20:30,6.75,22.5,1.1,800.5
2016/7/4 20:45,7,22.3126,1.1,584
2016/7/4 21:00,5.3,22.2,1.1,373
2016/7/4 21:15,8.6,22.1952,1.1,1141
2016/7/4 21:30,7.7,22,1.1,784
2016/7/4 21:45,5.9667,21.9,1.1,465.3333
2016/7/4 22:00,5.85,21.9,1.1,485
2016/7/4 22:15,5.45,21.8,1.1,401.5
2016/7/4 22:30,6.35,21.8,1.1,451.5
2016/7/4 22:45,6.3,21.8,1.1,350
2016/7/4 23:00,6.5,21.7686,1.1,393
2016/7/4 23:15,5.52,21.8,1.1,351
2016/7/4 23:30,5.2,21.8,1.1,313
2016/7/4 23:45,5.34,21.8,1.1,162
2016/7/5 0:00,5.4,21.8,1.1,298
2016/7/5 0:15,5.45,21.8,1.1,190
2016/7/5 0:30,6.3,21.8,1.1,304
2016/7/5 0:45,6.16,21.706,1.1,270.3333
2016/7/5 1:00,5.45,21.7,1.1,338
2016/7/5 1:15,4.3,21.5296,1.1,152
2016/7/5 1:30,3.9,21.5382,1.1,9.6667
2016/7/5 1:45,4.8,21.6518,1.1,130
2016/7/5 2:00,5.0667,21.6,1.1,136.3333
2016/7/5 2:15,5.1857,21.5383,1.1,246.5
2016/7/5 2:30,5.9,21.5,1.1,265
2016/7/5 2:45,5.74,21.3533,1.1,296.6667
2016/7/5 3:00,5.5333,21.3,1.1,262.3333
2016/7/5 3:15,4.55,21.3599,1.1,161.5
2016/7/5 3:30,5.5667,21.4,1.1,216.3333
2016/7/5 3:45,5.4,21.4,1.1,286
2016/7/5 4:00,5.6,21.4,1.1,300
2016/7/5 4:15,5.5,21.3,1.1,335
2016/7/5 4:30,5.4,21.2,1.1,279
2016/7/5 4:45,5.94,21.2,1.1,325.6667
2016/7/5 5:00,5.8,21.2901,1.1,281
2016/7/5 5:15,6.12,21.3,1.1,407
2016/7/5 5:30,5.2,21.4,1.1,458
2016/7/5 5:45,7.0333,21.4864,1.1,659.5714
2016/7/5 6:00,6.44,21.4,1.1,493.6667
2016/7/5 6:15,6.4,21.4,1.1,475
2016/7/5 6:30,7,21.4,1.1,774
2016/7/5 6:45,6.55,21.3231,1.1,430
2016/7/5 7:00,6.3,21.4,1.1,315
2016/7/5 7:15,5.975,21.4,1.1,482.5
2016/7/5 7:30,5.8,21.4,1.1,381.5
2016/7/5 7:45,5.45,21.5652,1.1,252.5
2016/7/5 8:00,6.6,21.7373,1.1,447.6667
2016/7/5 8:15,6.3,21.8929,1.1,487.5
2016/7/5 8:30,5.4,21.9489,1.1,263
2016/7/5 8:45,7.95,22.1161,1.1,914.5
2016/7/5 9:00,6.78,22.2,1.1,657
2016/7/5 9:15,5.85,22.656,1.1,433.5
2016/7/5 9:30,6.5667,23.0962,1.1,336.6667
2016/7/5 9:45,5.95,23.4433,1.1,494.5
2016/7/5 10:00,7,23.7,1.1,702
2016/7/5 10:15,5.6333,24.1824,1.1,273.3333
2016/7/5 10:30,7.95,24,1.1,1198
2016/7/5 10:45,6.5667,24.3503,1.1,571.6667
2016/7/5 11:00,6.7,24.6,1.1,770
2016/7/5 11:15,5.1,25.249,1.1,303
2016/7/5 11:30,8.2,25.3,1.1,783
2016/7/5 11:45,4.8,25.6964,1.1,346
2016/7/5 12:00,6.8,25.7487,1.1,272
2016/7/5 12:15,6.3,26.4592,1.1,470
2016/7/5 12:30,4.0333,26.3946,1.1,80.3333
2016/7/5 12:45,4.3667,26.2817,1.1,152.6667
2016/7/5 13:00,4.6667,26.5,1.1,184.3333
2016/7/5 13:15,5.05,27.6231,1.1,224
2016/7/5 13:30,4.7,27.4,1.1,142
2016/7/5 13:45,5.7667,27.6519,1.1,304.6667
2016/7/5 14:00,5,27.4,1.1,229
2016/7/5 14:15,5.8,27.9613,1.1,238
2016/7/5 14:30,4.72,28.4442,1.1,147.6667
2016/7/5 14:45,4.9,28.0077,1.1,251
2016/7/5 15:00,6.1,28.4,1.1,224
2016/7/5 15:15,6.225,27.4471,1.1,278
2016/7/5 15:30,5.05,27.95,1.1,187.5
2016/7/5 15:45,4.66,28.1439,1.1,101.8
2016/7/5 16:00,4.2,27.8889,1.1,48
2016/7/5 16:15,4.425,28.3096,1.1,100.4
2016/7/5 16:30,4.5,28.4,1.1,26
2016/7/5 16:45,4.7333,28.202,1.1,133.8
2016/7/5 17:00,4.2667,27.8975,1.1,72
2016/7/5 17:15,5.5667,27.6933,1.1,234.3333
2016/7/5 17:30,6.7,27.4,1.1,406
2016/7/5 17:45,6.5,26.86,1.1,399
2016/7/5 18:00,6.4,26.3879,1.1,480
2016/7/5 18:15,5.7,25.9529,1.1,250
2016/7/5 18:30,7,25.3714,1.1,679.3333
2016/7/5 18:45,5.9,24.8709,1.1,347
2016/7/5 19:00,5.5667,24.6,1.1,228.3333
2016/7/5 19:15,6.64,24.1913,1.1,399
2016/7/5 19:30,6.44,24,1.1,520.6667
2016/7/5 19:45,7.3,23.7438,1.1,865
2016/7/5 20:00,7.5,23.6,1.1,913
2016/7/5 20:15,6.5,23.5217,1.1,713
2016/7/5 20:30,5.7667,23.4,1.1,407.6
2016/7/5 20:45,6.65,23.2,1.1,614
2016/7/5 21:00,5.5,23.1,1.1,545
2016/7/5 21:15,6.4,22.9132,1.1,656.5
2016/7/5 21:30,6.5,22.7551,1.1,617
2016/7/5 21:45,6.2333,22.7038,1.1,451.6667
2016/7/5 22:00,5.6857,22.6,1.1,629.2
2016/7/5 22:15,7.2,22.5902,1.1,629
2016/7/5 22:30,6.6,22.5,1.1,444
2016/7/5 22:45,5.2,22.3368,1.1,317.5
2016/7/5 23:00,6.625,22.3,1.1,470
2016/7/5 23:15,4.76,22.3,1.1,201
2016/7/5 23:30,6.1,22.4,1.1,382
2016/7/5 23:45,5.7333,22.4211,1.1,270.6667
2016/7/6 0:00,6.0571,22.4225,1.1,368.5
2016/7/6 0:15,7.02,22.5658,1.1,619
2016/7/6 0:30,6.3,22.7,1.1,416.5
2016/7/6 0:45,6.2286,22.5421,1.1,328.75
2016/7/6 1:00,6.7286,22.7,1.1,614
2016/7/6 1:15,6.34,23.0763,1.1,580
2016/7/6 1:30,5.5,22.5,1.1,274
2016/7/6 1:45,6.5,22.5,1.1,354
2016/7/6 2:00,6.35,22.6995,1.1,438
2016/7/6 2:15,7.3,22.7842,1.1,636
2016/7/6 2:30,6.4,22.4,1.1,434
2016/7/6 2:45,6,22.2606,1.1,313.6667
2016/7/6 3:00,5.3,22.3,1.1,228
2016/7/6 3:15,5.5667,22.3276,1.1,206.4
2016/7/6 3:30,4.75,22.4,1.1,179
2016/7/6 3:45,5.12,22.4546,1.1,127
2016/7/6 4:00,4.8,22.5467,1.1,117
2016/7/6 4:15,4.9,22.5308,1.1,143
2016/7/6 4:30,5.1,22.5,1.1,109
2016/7/6 4:45,4.9333,22.4404,1.1,99.3333
2016/7/6 5:00,4.36,22.5,1.1,34.25
2016/7/6 5:15,3.6,22.5108,1.1,-1
2016/7/6 5:30,2.9143,22.7,1.1,16
2016/7/6 5:45,3.4,22.8,1.1,32
2016/7/6 6:00,4.2333,22.8,1.1,79
2016/7/6 6:15,4.8333,22.8,1.1,151.3333
2016/7/6 6:30,5.5,22.8,1.1,232.5
2016/7/6 6:45,5.5,22.743,1.1,206.4286
2016/7/6 7:00,4.35,22.7999,1.1,100.5
2016/7/6 7:15,4.6,22.7587,1.1,112.4
2016/7/6 7:30,5.1,22.9,1.1,163
2016/7/6 7:45,5.7333,23.0963,1.1,233.3333
2016/7/6 8:00,5.5,23.1,1.1,169
2016/7/6 8:15,4.65,22.8325,1.1,124.5
2016/7/6 8:30,4.46,22.6775,1.1,121.5
2016/7/6 8:45,3.6,22.6789,1.1,97.5
2016/7/6 9:00,2.3,23,1.1,16
2016/7/6 9:15,4.8,23.2269,1.1,69.6
2016/7/6 9:30,2,23.8,1.1,0
2016/7/6 9:45,1.9333,24.3068,1.1,0
2016/7/6 10:00,3.3,25,1.1,0
2016/7/6 10:15,1.6727,25.6494,1.1,0
2016/7/6 10:30,1.3,26.1,1.1,0
2016/7/6 10:45,1.48,25.8973,1.1,0
2016/7/6 11:00,1.6429,26.8007,1.1,0
2016/7/6 11:15,0.56,27.8957,1.1,0
